================ Training Loss (Fri Nov 23 11:41:29 2018) ================
(epoch: 1, iters: 100, time: 0.511, data: 0.191) D_A: 0.524 G_A: 0.549 cycle_A: 1.941 idt_A: 0.455 D_B: 0.669 G_B: 0.720 cycle_B: 0.889 idt_B: 0.906 
(epoch: 1, iters: 200, time: 0.511, data: 0.001) D_A: 0.256 G_A: 0.456 cycle_A: 3.202 idt_A: 0.387 D_B: 0.302 G_B: 0.422 cycle_B: 0.824 idt_B: 1.591 
(epoch: 1, iters: 300, time: 0.511, data: 0.001) D_A: 0.321 G_A: 0.193 cycle_A: 1.833 idt_A: 0.634 D_B: 0.152 G_B: 0.482 cycle_B: 1.383 idt_B: 0.879 
================ Training Loss (Fri Nov 23 11:49:26 2018) ================
(epoch: 1, iters: 100, time: 0.511, data: 0.187) D_A: 0.285 G_A: 0.318 cycle_A: 2.469 idt_A: 0.553 D_B: 0.883 G_B: 0.844 cycle_B: 1.122 idt_B: 1.288 
(epoch: 1, iters: 200, time: 0.512, data: 0.001) D_A: 0.261 G_A: 0.299 cycle_A: 1.832 idt_A: 0.315 D_B: 0.420 G_B: 0.413 cycle_B: 0.585 idt_B: 0.838 
(epoch: 1, iters: 300, time: 0.510, data: 0.001) D_A: 0.134 G_A: 0.301 cycle_A: 1.503 idt_A: 1.046 D_B: 0.366 G_B: 0.515 cycle_B: 2.178 idt_B: 0.600 
(epoch: 1, iters: 400, time: 0.846, data: 0.001) D_A: 0.314 G_A: 0.570 cycle_A: 1.968 idt_A: 0.388 D_B: 0.187 G_B: 0.389 cycle_B: 0.924 idt_B: 1.009 
(epoch: 1, iters: 500, time: 0.512, data: 0.001) D_A: 0.132 G_A: 0.437 cycle_A: 1.721 idt_A: 0.531 D_B: 0.236 G_B: 0.406 cycle_B: 1.033 idt_B: 0.850 
(epoch: 1, iters: 600, time: 0.511, data: 0.001) D_A: 0.230 G_A: 0.397 cycle_A: 2.000 idt_A: 0.339 D_B: 0.175 G_B: 0.264 cycle_B: 0.584 idt_B: 0.844 
(epoch: 1, iters: 700, time: 0.511, data: 0.001) D_A: 0.126 G_A: 0.436 cycle_A: 1.414 idt_A: 0.583 D_B: 0.361 G_B: 0.320 cycle_B: 1.187 idt_B: 0.723 
(epoch: 1, iters: 800, time: 0.913, data: 0.001) D_A: 0.219 G_A: 0.315 cycle_A: 2.262 idt_A: 0.308 D_B: 0.351 G_B: 0.307 cycle_B: 0.657 idt_B: 1.027 
(epoch: 1, iters: 900, time: 0.511, data: 0.001) D_A: 0.208 G_A: 0.286 cycle_A: 1.407 idt_A: 0.330 D_B: 0.186 G_B: 0.681 cycle_B: 0.707 idt_B: 0.829 
(epoch: 1, iters: 1000, time: 0.511, data: 0.002) D_A: 0.208 G_A: 0.620 cycle_A: 2.524 idt_A: 0.319 D_B: 0.185 G_B: 0.505 cycle_B: 0.664 idt_B: 0.987 
(epoch: 2, iters: 4, time: 0.513, data: 0.001) D_A: 0.020 G_A: 0.382 cycle_A: 1.856 idt_A: 0.659 D_B: 0.108 G_B: 0.444 cycle_B: 1.235 idt_B: 0.954 
(epoch: 2, iters: 104, time: 0.840, data: 0.002) D_A: 0.174 G_A: 0.342 cycle_A: 2.286 idt_A: 0.347 D_B: 0.184 G_B: 0.327 cycle_B: 0.776 idt_B: 1.098 
(epoch: 2, iters: 204, time: 0.511, data: 0.001) D_A: 0.073 G_A: 0.531 cycle_A: 1.192 idt_A: 0.820 D_B: 0.095 G_B: 0.543 cycle_B: 1.687 idt_B: 0.582 
================ Training Loss (Thu Nov 29 11:08:23 2018) ================
================ Training Loss (Thu Nov 29 12:17:27 2018) ================
================ Training Loss (Thu Nov 29 12:18:21 2018) ================
(epoch: 1, iters: 100, time: 0.477, data: 0.161) D_A: 0.388 G_A: 0.448 cycle_A: 2.053 idt_A: 0.960 D_B: 0.390 G_B: 0.126 cycle_B: 1.902 idt_B: 1.000 
(epoch: 2, iters: 80, time: 0.476, data: 0.002) D_A: 0.298 G_A: 0.351 cycle_A: 0.987 idt_A: 0.399 D_B: 0.439 G_B: 0.203 cycle_B: 0.812 idt_B: 0.497 
(epoch: 3, iters: 60, time: 0.477, data: 0.001) D_A: 0.250 G_A: 0.238 cycle_A: 0.861 idt_A: 0.411 D_B: 0.362 G_B: 0.415 cycle_B: 0.804 idt_B: 0.504 
(epoch: 4, iters: 40, time: 0.819, data: 0.001) D_A: 0.294 G_A: 0.203 cycle_A: 1.972 idt_A: 0.385 D_B: 0.195 G_B: 0.135 cycle_B: 0.753 idt_B: 0.911 
(epoch: 5, iters: 20, time: 0.476, data: 0.001) D_A: 0.263 G_A: 0.209 cycle_A: 0.931 idt_A: 0.361 D_B: 0.293 G_B: 0.404 cycle_B: 0.767 idt_B: 0.492 
